POPULATION,POP_CODE,GENO,SP,LAT,LON,ELEV,STATE,NEW_CODE,BEAVER,TAM,ELEVWC,Prec,precwetmo,precdrymo,precCoV,precwetqtr,precdryqtr,precwarmqtr,preccoldqtr,MAT,MDR,MAXT,MINT,CART,MWET,MDRY,MWAR,MCOL
TracheteCreekHite,TRCH,TRCH207,POFR,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH208,POFR,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH210,POFR,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH213,POFR,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH217,POFR,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH301,,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH303,,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH304,,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH305,,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH306,,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH307,,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH308,,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
TracheteCreekHite,TRCH,TRCH309,,37.9573,-110.5703,1439,UT,HTP-TYT,,,1449,167,22,7,32,61,31,47,32,12.3,16.2,35.3,-8.7,44,19.1,17.2,24.6,-0.1
UpperTanqueVerdeFallsTucson,UTVF,UTVF201,FRVE,32.23947,-110.77261,775,AZ,,,,785,316,61,4,63,151,19,123,79,20.4,16,37.8,3.5,34.3,29.1,23.7,29.6,11.7
UpperTanqueVerdeFallsTucson,UTVF,UTVF202,FRVE,32.25779,-110.64405,1017,AZ,,,,1095,393,77,5,65,189,24,156,97,18.2,15.9,35.6,1.7,33.9,26.5,21.6,27.1,9.7
UpperTanqueVerdeFallsTucson,UTVF,UTVF203,FRVE,32.25777,-110.64508,1013,AZ,,,,1095,393,77,5,65,189,24,156,97,18.2,15.9,35.6,1.7,33.9,26.5,21.6,27.1,9.7
UpperTanqueVerdeFallsTucson,UTVF,UTVF204,FRVE,32.25777,-110.64619,1008,AZ,,,,1095,393,77,5,65,189,24,156,97,18.2,15.9,35.6,1.7,33.9,26.5,21.6,27.1,9.7
UpperTanqueVerdeFallsTucson,UTVF,UTVF205,FRVE,32.25815,-110.64736,1014,AZ,,,,1095,393,77,5,65,189,24,156,97,18.2,15.9,35.6,1.7,33.9,26.5,21.6,27.1,9.7
UpperTanqueVerdeFallsTucson,UTVF,UTVF206,FRVE,32.25808,-110.64776,1002,AZ,,,,1095,393,77,5,65,189,24,156,97,18.2,15.9,35.6,1.7,33.9,26.5,21.6,27.1,9.7
UpperTanqueVerdeFallsTucson,UTVF,UTVF207,FRVE,32.25798,-110.64783,1005,AZ,,,,1095,393,77,5,65,189,24,156,97,18.2,15.9,35.6,1.7,33.9,26.5,21.6,27.1,9.7
UpperTanqueVerdeFallsTucson,UTVF,UTVF208,FRVE,32.25797,-110.64827,983,AZ,,,,1095,393,77,5,65,189,24,156,97,18.2,15.9,35.6,1.7,33.9,26.5,21.6,27.1,9.7
UpperTanqueVerdeFallsTucson,UTVF,UTVF209,FRVE,32.25757,-110.64866,997,AZ,,,,1095,393,77,5,65,189,24,156,97,18.2,15.9,35.6,1.7,33.9,26.5,21.6,27.1,9.7
UpperTanqueVerdeFallsTucson,UTVF,UTVF210,FRVE,32.25714,-110.64877,998,AZ,,,,1095,393,77,5,65,189,24,156,97,18.2,15.9,35.6,1.7,33.9,26.5,21.6,27.1,9.7
VerdeBignotti,VB,VB106,POFR,34.68075,-111.95612,986,AZ,,Y,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB11,POFR,34.68075,-111.95612,986,AZ,,N,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB12,POFR,34.68075,-111.95612,986,AZ,,Y,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB14,POFR,34.68075,-111.95612,986,AZ,,Y,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB16,POFR,34.68075,-111.95612,986,AZ,,N,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB18,POFR,34.68075,-111.95612,986,AZ,,N,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB19,POFR,34.68075,-111.95612,986,AZ,,N,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB196,POFR,34.68075,-111.95612,986,AZ,,Y,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB657,POFR,34.68075,-111.95612,986,AZ,,Y,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB659,POFR,34.68075,-111.95612,986,AZ,,Y,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB66,POFR,34.68075,-111.95612,986,AZ,,N,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB661,POFR,34.68075,-111.95612,986,AZ,,N,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB662,POFR,34.68075,-111.95612,986,AZ,,Y,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
VerdeBignotti,VB,VB9,POFR,34.68075,-111.95612,986,AZ,,N,,989,354,52,7,41,132,35,100,93,16.7,19.1,38,-1.9,39.9,26.2,19.8,26.7,7.3
SantaClaraVeyo,VEYO,VEYO601,POFR,37.34713,-113.67001,1379,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO602,FRVE,37.34769,-113.66986,1377,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO603,SAGO,37.34773,-113.66994,1376,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO604,FRVE,37.34814,-113.66991,1387,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO605,FRVE,37.34805,-113.66997,1390,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO606,SAGO,37.34798,-113.6701,1390,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO607,POFR,37.34796,-113.67014,1390,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO608,FRVE,37.34793,-113.67012,1388,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO609,POFR,37.3478,-113.67031,1376,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO610,SAGO,37.34779,-113.67032,1387,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO611,POFR,37.34768,-113.67014,1389,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO612,FRVE,37.34758,-113.67046,1383,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO613,POFR,37.34728,-113.67106,1386,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO614,FRVE,37.34728,-113.67104,1386,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO615,SAGO,37.34717,-113.67113,1386,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO616,POFR,37.34721,-113.67113,1386,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO617,POFR,37.34683,-113.67195,1394,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO618,FRVE,37.34683,-113.67201,1392,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO619,POFR,37.34652,-113.67289,1389,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO620,SAGO,37.34639,-113.67345,1387,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO621,SAGO,37.34651,-113.67371,1389,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO622,SAGO,37.3462,-113.67392,1389,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO623,POFR,37.34618,-113.67381,1389,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO624,SAGO,37.34613,-113.67389,1385,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO625,SAGO,37.34589,-113.67388,1384,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO626,FRVE,37.34591,-113.67385,1384,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
SantaClaraVeyo,VEYO,VEYO627,FRVE,37.34716,-113.67104,1387,UT,VVV-VEY,,,1394,334,46,8,32,115,52,64,98,12.3,16.2,33.6,-5.1,38.7,3.9,15.7,22.8,2.4
VerdeRiverHotSprings,VRHS,VRHS408,POFR,34.35238,-111.70287,798,AZ,VCU-VHS,,,838,431,58,8,42,144,37,111,134,17.8,19,38.8,0.1,38.7,27.1,20.6,27.5,9
VerdeRiverHotSprings,VRHS,VRHS409,POFR,34.35238,-111.70287,798,AZ,VCU-VHS,,,838,431,58,8,42,144,37,111,134,17.8,19,38.8,0.1,38.7,27.1,20.6,27.5,9
VerdeRiverHotSprings,VRHS,VRHS410,POFR,34.35238,-111.70287,798,AZ,VCU-VHS,,,838,431,58,8,42,144,37,111,134,17.8,19,38.8,0.1,38.7,27.1,20.6,27.5,9
VerdeRiverHotSprings,VRHS,VRHS412,POFR,34.35238,-111.70287,798,AZ,VCU-VHS,,,838,431,58,8,42,144,37,111,134,17.8,19,38.8,0.1,38.7,27.1,20.6,27.5,9
VerdeRiverHotSprings,VRHS,VRHS413,POFR,34.35238,-111.70287,798,AZ,VCU-VHS,,,838,431,58,8,42,144,37,111,134,17.8,19,38.8,0.1,38.7,27.1,20.6,27.5,9
VerdeRiverHotSprings,VRHS,VRHS414,POFR,34.35238,-111.70287,798,AZ,VCU-VHS,,,838,431,58,8,42,144,37,111,134,17.8,19,38.8,0.1,38.7,27.1,20.6,27.5,9
VerdeRiverHotSprings,VRHS,VRHS474,POFR,34.35238,-111.70287,798,AZ,VCU-VHS,,,838,431,58,8,42,144,37,111,134,17.8,19,38.8,0.1,38.7,27.1,20.6,27.5,9
VerdeTissaw,VRT,VRT47,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT48,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT49,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT50,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT51,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT52,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT53,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT54,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT55,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT56,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT57,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT58,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT59,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT60,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT61,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT62,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT63,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT64,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT65,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT66,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT67,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT68,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT69,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT70,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT71,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT72,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT73,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT74,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT75,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT76,POFR,34.68357,-111.95973,988,AZ,,Y,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT77,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
VerdeTissaw,VRT,VRT78,POFR,34.68357,-111.95973,988,AZ,,N,,983,351,52,7,41,131,35,100,92,16.7,19.2,38,-1.9,39.9,26.2,19.8,26.7,7.4
WupatkiDeadMan,WDM,WDM401,SAEX,35.57655,-111.28579,,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM402,SAEX,35.57718,-111.28569,,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM403,,35.57801,-111.28594,,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM404,TARA,35.57833,-111.28625,1300,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM405,SAEX,35.57837,-111.28619,1298,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM406,SAEX,35.57855,-111.2859,,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM407,TARA,35.57857,-111.28578,1301,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM408,TARA,35.57894,-111.2849,1298,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM409,TARA,35.57997,-111.28604,1293,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM410,TARA,35.58008,-111.28613,1296,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM411,SAEX,35.58039,-111.28654,1301,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM412,SAEX,35.58051,-111.28694,,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM413,SAEX,35.58057,-111.28722,,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM414,SAEX,35.58045,-111.28756,1295,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM415,SAEX,35.58037,-111.28821,1296,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM416,TARA,35.57967,-111.28805,1303,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM417,TARA,35.57936,-111.28791,1311,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM418,TARA,35.57685,-111.2867,,AZ,,,,1306,193,33,5,43,80,24,63,40,14.6,17.1,36.4,-4.9,41.3,25,18.8,25.8,3.4
WupatkiDeadMan,WDM,WDM419,TARA,35.57462,-111.28569,1305,AZ,,,,1311,194,33,5,43,80,24,63,41,14.6,17,36.4,-5,41.4,25.1,18.8,25.8,3.3
WinkelmanSanPedroGilaConfluence,WINK,WINK1,POFR,32.8375,-110.71346,653,AZ,SWO-WIN,,,660,355,55,7,49,137,26,111,104,20.2,16.5,39,2.2,36.8,29.5,23.9,30.1,10.6
WinkelmanSanPedroGilaConfluence,WINK,WINK2,POFR,32.8375,-110.71346,653,AZ,SWO-WIN,,,660,355,55,7,49,137,26,111,104,20.2,16.5,39,2.2,36.8,29.5,23.9,30.1,10.6
WinkelmanSanPedroGilaConfluence,WINK,WINK3,POFR,32.8375,-110.71346,653,AZ,SWO-WIN,,,660,355,55,7,49,137,26,111,104,20.2,16.5,39,2.2,36.8,29.5,23.9,30.1,10.6
WinkelmanSanPedroGilaConfluence,WINK,WINK4,POFR,32.8375,-110.71346,653,AZ,SWO-WIN,,,660,355,55,7,49,137,26,111,104,20.2,16.5,39,2.2,36.8,29.5,23.9,30.1,10.6
WinkelmanSanPedroGilaConfluence,WINK,WINK5,POFR,32.8375,-110.71346,653,AZ,SWO-WIN,,,660,355,55,7,49,137,26,111,104,20.2,16.5,39,2.2,36.8,29.5,23.9,30.1,10.6
WildlifeRefugeOverton,WROV,WROV201,TARA,36.50159,-114.40714,355,NV,,,,369,114,14,2,37,40,13,24,36,20.8,14.7,42,2.2,39.8,11.6,25,32.6,9.4
WildlifeRefugeOverton,WROV,WROV202,TARA,36.50143,-114.40742,358,NV,,,,369,114,14,2,37,40,13,24,36,20.8,14.7,42,2.2,39.8,11.6,25,32.6,9.4
WildlifeRefugeOverton,WROV,WROV203,TARA,36.50131,-114.40771,359,NV,,,,369,114,14,2,37,40,13,24,36,20.8,14.7,42,2.2,39.8,11.6,25,32.6,9.4
WildlifeRefugeOverton,WROV,WROV204,TARA,36.50125,-114.40783,360,NV,,,,369,114,14,2,37,40,13,24,36,20.8,14.7,42,2.2,39.8,11.6,25,32.6,9.4
WildlifeRefugeOverton,WROV,WROV205,TARA,36.5013,-114.40882,360,NV,,,,373,114,14,2,37,40,13,24,36,20.7,14.7,42,2.2,39.8,11.5,25,32.6,9.4
WildlifeRefugeOverton,WROV,WROV206,TARA,36.50126,-114.40815,362,NV,,,,369,114,14,2,37,40,13,24,36,20.8,14.7,42,2.2,39.8,11.6,25,32.6,9.4
WildlifeRefugeOverton,WROV,WROV207,TARA,36.50141,-114.40953,362,NV,,,,373,114,14,2,37,40,13,24,36,20.7,14.7,42,2.2,39.8,11.5,25,32.6,9.4
WildlifeRefugeOverton,WROV,WROV208,TARA,36.50151,-114.40992,366,NV,,,,373,114,14,2,37,40,13,24,36,20.7,14.7,42,2.2,39.8,11.5,25,32.6,9.4
WildlifeRefugeOverton,WROV,WROV209,TARA,36.50129,-114.40966,359,NV,,,,373,114,14,2,37,40,13,24,36,20.7,14.7,42,2.2,39.8,11.5,25,32.6,9.4
